SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,GenderMale,InternetService_FiberOptic,InternetService_No,Contract_OneYear,Contract_TwoYear,PaymentMethod_CreditCardAutomatic,PaymentMethod_ElectronicCheck,PaymentMethod_MailedCheck,Churn
0,1,1,66,1,0,0,0,0,0,0,0,1,20.35,1359.5,1,0,1,1,0,0,1,0,0
0,0,0,35,1,1,1,0,1,0,0,0,1,59.6,2094.9,1,0,0,0,0,0,1,0,0
0,1,1,52,1,1,0,1,0,1,0,1,1,93.25,4631.7,1,1,0,0,0,0,0,0,0
0,1,1,70,1,0,0,0,0,0,0,0,0,20.35,1458.1,1,0,1,0,1,1,0,0,0
0,1,1,28,1,0,0,1,1,0,1,1,0,100.35,2799.0,1,1,0,1,0,0,0,0,0
1,0,0,14,1,1,0,0,1,0,0,0,1,80.35,1058.1,0,1,0,0,0,0,0,0,0
0,0,0,10,1,1,0,0,0,0,0,0,1,24.0,226.55,1,0,1,0,0,0,1,0,0
0,1,1,14,1,0,1,1,0,0,0,1,1,61.4,815.55,1,0,0,0,1,0,0,0,0
0,1,0,9,1,0,0,1,0,0,0,0,0,50.85,466.6,0,0,0,0,0,0,0,1,0
0,0,0,12,1,0,0,0,0,0,0,0,0,20.05,267.0,1,0,1,1,0,1,0,0,0
0,1,0,59,1,0,0,0,0,0,0,0,0,20.35,1267.0,0,0,1,1,0,0,0,1,0
0,1,0,66,1,1,0,1,1,1,0,0,1,90.55,6130.95,0,1,0,1,0,0,0,0,0
0,0,0,11,1,0,0,0,0,0,0,0,0,20.0,211.95,0,0,1,1,0,0,0,1,0
0,0,0,44,1,1,0,1,1,1,1,1,1,85.25,3704.15,1,0,0,1,0,0,0,0,0
0,0,0,3,1,1,0,0,0,1,1,0,1,65.25,209.9,1,0,0,0,0,0,0,1,0
0,1,0,47,1,1,0,0,0,0,0,0,0,25.4,1139.2,1,0,1,0,0,0,1,0,0
1,0,0,35,1,1,1,1,1,0,1,1,1,108.35,3726.15,0,1,0,1,0,0,1,0,0
1,0,0,71,1,1,1,1,0,1,1,0,1,99.65,7181.25,0,1,0,1,0,1,0,0,0
0,0,0,23,1,0,0,0,0,0,0,0,1,19.5,470.2,0,0,1,0,0,0,0,1,0
0,1,1,68,0,0,0,1,1,1,1,1,0,60.3,4109.0,0,0,0,0,1,1,0,0,0
0,0,0,65,1,0,0,0,0,0,0,0,1,19.55,1218.65,1,0,1,0,1,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.3,20.3,1,0,1,0,0,0,0,1,0
0,1,0,43,1,1,0,0,0,1,1,0,1,64.85,2908.2,0,0,0,1,0,0,0,0,0
0,1,0,68,0,0,1,0,1,0,1,1,1,54.1,3794.5,1,0,0,0,1,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,1,0,1,0,0,0,0,1,0
0,0,0,22,1,1,0,0,0,0,0,0,0,26.25,605.9,0,0,1,0,1,0,0,1,0
0,1,1,45,0,0,0,1,1,1,0,1,0,51.0,2264.5,0,0,0,1,0,0,0,0,0
1,1,0,15,1,1,1,0,1,0,1,0,1,96.5,1392.25,1,1,0,0,0,0,1,0,0
0,0,0,58,1,1,0,0,0,0,0,0,1,24.45,1513.6,1,0,1,0,1,1,0,0,0
0,1,1,47,1,1,1,1,1,1,1,1,1,90.5,4318.35,1,0,0,0,1,0,0,1,0
0,0,0,66,0,0,1,1,1,1,1,1,1,62.5,4136.4,0,0,0,0,1,0,0,0,0
0,1,1,44,1,0,0,1,0,1,0,0,1,54.9,2549.1,1,0,0,0,0,0,0,0,0
0,1,1,69,1,0,0,0,0,0,0,0,0,19.7,1396.9,0,0,1,0,1,0,0,0,0
0,0,1,2,1,0,0,0,0,0,0,0,0,19.25,48.35,1,0,1,0,0,0,0,1,0
0,0,0,7,1,1,0,0,0,0,0,0,1,25.05,152.95,1,0,1,0,0,0,0,0,0
0,1,0,64,1,1,0,0,0,0,0,0,0,25.55,1714.95,0,0,1,0,1,0,0,1,0
0,0,1,25,1,0,0,1,0,1,0,0,1,54.75,1266.35,0,0,0,1,0,1,0,0,0
0,0,0,72,1,1,1,1,1,1,1,1,0,113.4,8164.1,1,1,0,0,1,0,0,0,0
0,1,1,20,1,0,0,0,0,0,0,0,0,20.05,400.0,1,0,1,0,1,0,0,1,0
1,0,0,4,1,1,1,0,0,0,0,0,1,80.25,303.7,0,1,0,0,0,0,1,0,0
0,0,0,47,1,1,1,0,1,1,0,0,1,65.0,2879.9,0,0,0,0,1,0,0,1,0
0,1,0,2,1,1,0,0,0,0,1,0,1,84.05,134.05,0,1,0,0,0,0,1,0,0
0,1,0,72,1,1,1,0,1,1,1,1,1,84.9,6065.3,0,0,0,0,1,0,0,0,0
0,1,1,8,1,0,0,1,0,1,0,0,0,56.3,401.5,0,0,0,0,0,0,0,0,0
0,0,0,21,1,0,0,0,0,0,0,0,1,19.95,416.4,1,0,1,0,0,0,0,1,0
0,0,0,26,1,0,0,1,0,0,1,0,1,85.75,2146.5,1,1,0,0,0,0,1,0,0
0,0,0,32,1,1,0,1,0,0,0,0,1,54.2,1739.6,0,0,0,0,0,0,1,0,0
0,1,1,65,1,1,1,0,1,1,1,1,0,109.3,7337.55,0,1,0,0,1,0,1,0,0
0,0,0,24,1,0,1,0,0,0,0,0,1,51.15,1275.7,1,0,0,0,0,0,1,0,0
0,1,1,8,1,0,0,0,0,0,0,0,1,45.45,411.75,0,0,0,0,0,0,1,0,0
0,0,0,15,1,1,0,0,0,0,0,0,0,25.05,369.1,0,0,1,0,1,0,0,0,0
0,1,0,36,1,0,0,0,0,0,0,1,0,80.4,2937.65,0,1,0,0,0,0,1,0,0
0,1,1,53,1,0,0,0,0,0,0,0,0,20.2,1068.15,1,0,1,1,0,1,0,0,0
0,1,0,66,1,1,1,1,0,1,0,0,0,89.0,5898.6,0,1,0,1,0,0,1,0,0
0,0,1,61,1,1,0,0,0,0,0,0,1,25.0,1498.35,0,0,1,0,1,1,0,0,0
0,1,1,72,1,0,1,1,1,1,1,1,1,83.7,6096.9,0,0,0,0,1,0,0,0,0
0,1,1,45,1,1,0,1,1,0,0,1,1,95.95,4456.65,1,1,0,0,0,0,0,0,0
0,0,0,15,1,0,0,0,1,0,1,1,1,94.0,1505.45,0,1,0,0,0,1,0,0,0
0,0,0,11,1,0,0,1,0,0,1,0,1,61.25,729.95,1,0,0,1,0,0,1,0,0
0,0,0,45,1,0,1,0,0,0,0,0,1,50.9,2298.55,1,0,0,0,0,0,0,0,0
0,0,0,9,1,0,0,0,0,0,0,0,0,19.85,178.8,1,0,1,0,0,0,0,1,0
1,0,0,60,1,1,1,0,0,0,1,1,1,101.4,6176.6,0,1,0,1,0,0,0,0,0
0,0,1,15,1,1,0,0,0,0,0,0,1,24.8,324.15,1,0,1,0,0,0,1,0,0
0,1,1,10,1,0,0,1,0,1,0,1,1,65.5,616.9,0,0,0,0,0,0,1,0,0
0,1,1,15,1,0,0,0,0,0,0,0,0,19.35,278.85,1,0,1,0,1,0,0,1,0
0,1,0,67,1,1,1,1,1,1,0,0,0,70.9,4677.1,1,0,0,0,1,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,71.1,71.1,0,1,0,0,0,0,0,1,0
1,1,1,60,1,1,1,0,0,0,0,0,1,80.95,4859.1,1,1,0,0,0,0,1,0,0
0,1,0,55,1,1,0,0,0,0,0,0,0,25.7,1443.65,1,0,1,0,1,0,0,0,0
0,0,0,39,1,0,0,1,0,0,1,0,1,58.6,2224.5,0,0,0,1,0,1,0,0,0
0,1,1,72,1,1,1,1,1,1,0,1,0,81.0,5750.0,1,0,0,0,1,1,0,0,0
0,1,1,70,1,1,1,1,0,0,1,1,1,106.05,7554.05,1,1,0,0,0,0,1,0,0
0,1,0,16,1,0,0,0,0,0,0,0,0,19.6,314.45,0,0,1,0,0,0,0,1,0
0,0,0,20,0,0,1,1,1,1,1,0,1,55.0,1165.55,1,0,0,0,0,1,0,0,0
0,1,1,59,1,0,0,0,0,0,0,0,0,19.5,1147.85,1,0,1,0,1,0,0,1,0
0,0,0,19,1,1,0,0,0,0,1,1,0,69.6,1394.55,1,0,0,0,0,0,0,1,0
0,1,0,48,1,1,1,1,1,0,1,0,1,96.9,4473.45,1,1,0,0,1,0,0,0,0
0,1,0,58,1,1,1,1,1,0,1,1,1,86.1,4890.5,1,0,0,0,1,0,1,0,0
0,0,0,47,1,1,1,1,0,1,0,1,0,74.05,3496.3,0,0,0,0,1,0,0,1,0
0,1,0,52,0,0,1,0,1,0,0,0,0,35.45,1958.95,0,0,0,1,0,0,0,1,0
0,1,1,20,1,1,0,1,0,1,1,0,0,96.8,1826.7,1,1,0,0,0,0,0,1,0
0,0,0,3,1,0,0,0,0,0,0,0,0,19.6,61.35,1,0,1,1,0,0,0,1,0
0,0,1,27,1,0,0,0,0,0,0,0,0,19.7,509.3,1,0,1,0,1,1,0,0,0
0,1,0,37,0,0,1,0,0,1,1,0,0,45.4,1593.1,0,0,0,0,1,0,1,0,0
1,1,1,12,0,0,0,0,0,1,0,0,1,29.3,355.9,0,0,0,0,0,0,0,1,0
1,0,0,72,1,1,1,1,1,1,1,1,0,113.8,7845.8,1,1,0,0,1,0,0,0,0
0,0,0,27,1,0,0,0,0,0,0,0,0,20.1,562.6,1,0,1,1,0,0,0,0,0
0,1,0,68,1,1,0,0,0,0,0,0,0,25.8,1911.5,0,0,1,0,1,1,0,0,0
0,1,1,3,1,0,0,0,0,0,0,0,0,19.65,60.65,0,0,1,0,0,0,0,1,0
0,1,1,71,1,0,0,0,0,0,0,0,0,19.9,1397.3,0,0,1,0,1,1,0,0,0
0,1,0,8,1,0,1,0,0,1,0,1,0,65.5,564.35,0,0,0,0,1,0,0,1,0
1,0,0,16,1,0,0,0,0,0,0,0,0,69.65,1043.3,1,1,0,0,0,0,1,0,0
1,0,0,20,1,0,0,0,0,0,1,1,0,89.95,1648.45,1,1,0,0,0,0,1,0,0
0,0,0,56,1,0,0,1,0,1,1,1,1,75.75,4284.65,1,0,0,1,0,0,0,0,0
0,1,1,20,0,0,1,0,1,1,0,0,1,39.4,825.4,1,0,0,0,1,1,0,0,0
0,0,0,3,1,0,0,0,1,0,0,0,1,73.6,232.5,1,1,0,0,0,1,0,0,0
0,1,0,22,1,0,0,0,1,0,1,0,1,87.0,1850.65,1,1,0,0,0,0,0,0,0
0,1,1,72,1,1,1,1,1,1,1,1,0,89.85,6562.9,1,0,0,0,1,1,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,1,70.2,70.2,0,1,0,0,0,0,1,0,0
1,1,1,50,1,1,1,1,1,0,0,1,1,75.15,3822.45,1,0,0,0,1,0,0,0,0
0,0,0,2,1,1,0,0,0,0,0,0,1,74.9,136.05,0,1,0,0,0,0,0,1,0
0,1,0,62,1,0,0,1,1,1,0,0,1,60.15,3753.2,1,0,0,0,1,1,0,0,0
0,0,0,47,1,0,0,0,0,0,0,0,1,20.55,945.7,0,0,1,0,1,0,0,1,0
0,0,0,3,1,0,0,0,0,0,0,0,1,20.0,61.7,0,0,1,0,0,0,0,1,0
0,0,1,61,1,0,0,0,0,0,0,0,0,19.75,1124.2,1,0,1,0,1,0,0,1,0
0,0,0,26,1,0,0,0,0,1,0,0,0,49.15,1237.3,1,0,0,0,0,0,0,0,0
0,0,0,24,1,1,0,0,0,0,1,1,1,94.1,2322.85,1,1,0,0,0,0,1,0,0
0,1,1,72,1,1,1,1,1,1,1,1,1,116.8,8456.75,0,1,0,0,1,1,0,0,0
0,1,0,35,1,0,0,1,0,1,0,0,0,56.85,1861.1,0,0,0,0,0,0,1,0,0
0,0,0,48,1,1,0,0,0,0,0,0,0,24.35,1133.7,0,0,1,1,0,0,0,0,0
0,0,0,47,1,1,0,1,1,0,1,1,1,106.35,4849.1,0,1,0,0,0,0,1,0,0
1,1,0,13,0,0,0,0,0,0,1,1,0,45.3,528.45,0,0,0,0,0,0,1,0,0
0,0,0,72,1,1,1,1,1,1,1,1,1,114.9,8496.7,0,1,0,0,1,0,1,0,0
0,1,1,72,1,1,1,0,1,1,0,0,1,66.5,4811.6,1,0,0,0,1,1,0,0,0
1,0,1,11,1,0,0,1,0,1,0,0,1,54.55,601.25,1,0,0,0,0,0,1,0,0
0,0,0,54,1,0,1,1,0,0,1,0,1,65.3,3512.9,1,0,0,0,1,0,0,0,0
0,1,1,32,0,0,1,1,0,0,0,0,1,35.15,1051.05,0,0,0,0,0,0,1,0,0
1,0,0,9,1,1,0,0,1,0,1,0,1,90.1,816.8,0,1,0,0,0,0,1,0,0
1,0,0,50,1,1,1,1,0,0,1,0,1,70.35,3454.6,1,0,0,0,0,0,0,0,0
0,1,1,66,1,1,1,0,1,1,1,1,1,84.0,5714.25,1,0,0,0,1,0,0,1,0
0,1,1,49,1,1,0,0,0,1,1,1,1,97.95,4917.9,1,1,0,1,0,0,1,0,0
1,1,0,54,1,1,1,1,1,1,1,1,1,115.6,6431.05,0,1,0,1,0,0,0,0,0
0,1,1,39,1,1,0,0,0,0,0,0,1,23.8,903.8,1,0,1,0,1,0,0,1,0
0,1,1,30,1,0,0,0,0,0,0,0,0,19.55,608.5,0,0,1,1,0,0,0,0,0
0,1,1,13,1,0,0,1,1,1,0,0,0,61.8,750.1,1,0,0,0,0,0,0,0,0
0,1,1,72,1,1,1,1,1,1,1,1,1,114.0,8093.15,1,1,0,0,1,0,1,0,0
1,0,0,12,0,0,0,1,0,0,0,0,1,29.35,381.2,1,0,0,0,0,1,0,0,0
0,1,0,49,1,1,1,1,0,0,1,0,1,93.85,4733.1,1,1,0,0,0,0,0,0,0
0,0,0,4,1,0,0,0,0,0,1,0,1,56.4,234.85,1,0,0,0,0,0,1,0,0
0,1,1,72,1,0,0,0,0,0,0,0,0,19.7,1379.8,0,0,1,0,1,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,1,1,0,0,0,0,1,0,0
0,1,0,56,1,1,0,0,1,1,1,1,0,103.2,5744.35,0,1,0,0,1,0,0,0,0
0,0,0,6,1,0,1,1,0,0,0,0,1,78.95,494.95,1,1,0,0,0,0,1,0,0
0,1,1,40,1,1,1,1,0,1,1,1,1,110.1,4469.1,1,1,0,0,0,1,0,0,0
0,1,0,71,1,0,1,1,1,1,1,1,1,84.8,6046.1,0,0,0,1,0,0,0,0,0
0,1,1,4,1,0,0,0,0,0,0,0,0,19.55,68.8,1,0,1,0,1,1,0,0,0
0,0,0,9,1,1,0,0,0,0,1,0,1,85.5,791.7,1,1,0,0,0,0,1,0,0
0,0,0,66,0,0,1,1,1,1,0,0,1,47.4,3177.25,0,0,0,0,1,0,0,1,0
0,1,1,5,1,0,0,0,0,0,0,0,0,19.45,86.05,1,0,1,0,0,0,0,1,0
0,1,1,25,1,0,0,1,0,0,0,0,1,75.5,1901.05,1,1,0,0,0,0,1,0,0
0,1,0,55,1,1,0,1,0,0,0,0,1,77.75,4266.4,0,1,0,0,0,1,0,0,0
1,1,0,71,1,1,1,1,1,1,0,0,1,96.35,6766.95,0,1,0,0,1,1,0,0,0
0,1,0,29,1,1,0,1,1,0,0,0,1,85.8,2440.25,1,1,0,0,0,0,1,0,0
0,1,0,70,1,0,1,1,1,1,1,1,0,86.45,5950.2,0,0,0,0,1,1,0,0,0
0,0,0,31,1,1,1,0,1,0,0,0,1,84.75,2613.4,0,1,0,0,0,1,0,0,0
0,1,1,4,1,0,0,0,0,0,0,0,0,45.25,155.35,1,0,0,0,0,0,0,1,0
1,0,0,5,1,0,0,1,0,0,0,1,1,85.55,408.5,1,1,0,0,0,0,1,0,0
0,1,0,51,1,1,0,0,0,0,0,0,0,25.5,1281.25,0,0,1,0,1,0,0,1,0
0,1,0,72,1,1,1,1,1,1,1,1,0,112.1,7965.95,0,1,0,0,1,1,0,0,0
0,0,0,72,1,1,1,1,1,1,1,1,1,91.35,6697.2,0,0,0,0,1,0,0,0,0
0,0,1,30,1,0,0,1,1,0,1,0,0,64.5,1929.95,1,0,0,1,0,1,0,0,0
0,1,0,63,1,1,0,0,1,1,1,1,0,79.8,5034.05,1,0,0,0,1,1,0,0,0
1,1,0,31,1,1,1,0,0,0,1,0,0,89.45,2807.65,1,1,0,0,0,0,1,0,0
1,1,0,60,1,1,0,1,0,0,0,1,0,89.45,5294.6,0,1,0,0,0,0,1,0,0
0,1,0,40,1,1,0,1,0,0,0,0,0,56.6,2379.1,0,0,0,0,0,1,0,0,0
0,1,1,22,1,1,0,0,0,0,0,0,0,25.25,555.4,0,0,1,0,1,1,0,0,0
0,1,1,72,1,1,0,1,0,0,1,0,1,89.7,6588.95,1,1,0,1,0,0,1,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,20.1,39.8,0,0,1,0,0,0,0,1,0
0,0,1,48,1,1,1,1,1,0,0,0,1,64.4,3035.35,1,0,0,1,0,0,0,0,0
0,1,1,53,1,1,1,1,0,0,0,1,0,69.7,3686.05,1,0,0,0,1,0,0,0,0
0,1,1,46,1,1,0,0,0,0,0,0,0,24.95,1165.9,0,0,1,1,0,0,0,1,0
0,1,1,19,1,0,0,0,0,0,0,0,0,20.2,387.4,1,0,1,0,1,0,0,1,0
1,0,0,14,0,0,1,0,1,1,0,0,0,39.7,692.35,0,0,0,0,1,0,0,1,0
0,0,0,5,1,0,0,1,0,0,1,0,1,85.3,420.45,0,1,0,0,0,0,0,1,0
0,0,0,71,1,1,0,0,0,0,0,0,0,25.55,1898.1,1,0,1,0,1,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0,1,19.65,31.2,1,0,1,0,0,0,1,0,0
0,0,0,47,1,1,1,0,1,0,1,0,0,94.9,4615.25,0,1,0,1,0,1,0,0,0
0,1,1,49,1,1,0,0,0,0,1,1,1,95.4,4613.95,0,1,0,0,0,0,0,0,0
0,1,1,56,1,1,0,0,1,1,1,1,1,103.2,5873.75,1,1,0,0,1,0,1,0,0
0,1,0,9,1,0,0,0,0,0,0,1,1,79.75,769.1,0,1,0,0,0,0,1,0,0
0,0,0,12,1,0,0,1,0,1,0,0,1,53.75,648.65,1,0,0,0,0,0,0,1,0
0,0,0,69,1,1,1,1,1,1,0,1,1,81.5,5553.25,1,0,0,0,1,1,0,0,0
0,0,0,27,1,0,1,1,0,0,0,0,0,52.85,1498.65,0,0,0,0,1,0,0,0,0
0,0,0,18,1,0,1,0,1,1,1,0,1,68.35,1299.8,1,0,0,0,0,0,1,0,0
0,0,0,10,1,0,0,0,0,0,0,0,1,45.8,436.2,1,0,0,0,0,1,0,0,0
0,0,0,10,1,0,0,0,0,0,0,0,1,19.9,199.45,0,0,1,0,0,0,0,1,0
1,0,0,22,1,0,1,0,1,1,0,1,1,69.75,1545.4,0,0,0,0,0,0,0,1,0
0,0,0,51,1,0,1,0,0,0,1,0,0,86.35,4267.15,1,1,0,1,0,0,0,1,0
0,1,0,53,1,0,0,0,0,0,0,0,0,19.05,990.45,0,0,1,1,0,1,0,0,0
0,0,1,1,1,0,1,0,0,1,0,0,0,54.5,54.5,0,0,0,0,0,0,1,0,0
1,0,0,16,1,1,0,0,0,0,0,0,1,74.45,1261.35,1,1,0,0,0,0,0,0,0
0,0,0,4,1,1,1,0,0,0,0,0,1,80.15,319.85,0,1,0,0,0,0,1,0,0
1,1,0,33,1,1,0,1,0,0,1,1,1,100.6,3270.25,1,1,0,0,0,0,0,0,0
0,1,1,8,1,0,1,1,0,0,0,0,0,54.65,482.25,0,0,0,0,0,0,0,1,0
0,1,1,49,1,0,1,1,0,1,0,0,0,59.6,2970.3,1,0,0,0,0,1,0,0,0
0,0,0,52,1,0,0,0,1,0,0,1,1,59.45,3043.7,0,0,0,0,0,0,1,0,0
0,0,0,41,1,1,1,0,1,1,0,1,1,74.65,3090.65,0,0,0,0,0,0,0,0,0
0,1,1,20,1,0,0,0,0,0,0,0,0,19.7,395.6,0,0,1,1,0,0,0,0,0
0,0,0,7,1,0,0,0,0,0,0,0,0,20.35,150.6,0,0,1,0,0,0,0,1,0
0,1,0,56,1,1,0,1,1,0,0,0,0,59.5,3389.25,1,0,0,0,1,1,0,0,0
0,1,1,64,1,0,1,0,1,1,1,0,0,69.25,4447.75,1,0,0,0,1,0,0,1,0
0,0,0,64,1,1,1,1,0,0,0,0,1,84.3,5289.05,1,1,0,1,0,1,0,0,0
0,0,1,2,1,0,0,1,0,0,0,0,0,51.55,106.2,0,0,0,0,0,0,0,1,0
0,1,1,57,1,0,0,1,1,0,1,1,1,97.55,5598.0,1,1,0,1,0,1,0,0,0
0,1,0,36,1,1,0,0,0,0,1,1,1,95.4,3474.2,1,1,0,0,0,0,1,0,0
0,0,0,26,1,0,0,0,0,0,0,0,0,45.45,1233.15,1,0,0,0,0,0,1,0,0
0,0,0,23,1,0,0,0,0,0,0,0,0,20.85,473.9,1,0,1,0,0,0,1,0,0
0,0,0,31,1,0,0,1,0,0,1,1,1,94.5,2979.2,1,1,0,0,0,0,1,0,0
0,1,0,59,0,0,0,0,0,0,1,1,1,44.3,2666.75,1,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,0,0,1,0,55.55,55.55,1,0,0,0,0,0,0,1,0
0,0,0,44,1,0,0,0,0,0,0,0,0,19.5,835.5,1,0,1,1,0,1,0,0,0
0,1,1,39,1,1,0,0,0,0,0,0,0,25.2,987.95,1,0,1,0,1,0,0,1,0
1,1,0,35,1,1,0,0,1,0,1,1,1,100.8,3437.5,1,1,0,0,0,0,1,0,0
0,1,0,47,1,0,0,0,0,0,0,0,0,19.65,921.55,0,0,1,0,1,0,0,0,0
0,0,0,12,1,0,0,0,0,0,0,0,1,45.0,524.35,0,0,0,0,0,0,0,0,0
0,1,1,6,1,0,0,0,0,0,0,0,0,20.1,100.35,0,0,1,0,1,0,0,1,0
0,1,1,71,1,1,1,1,1,1,1,1,0,114.6,8100.25,0,1,0,0,1,0,0,0,0
0,1,1,31,1,0,1,0,1,1,1,1,1,81.15,2545.75,0,0,0,1,0,0,0,1,0
0,1,0,52,1,1,1,1,1,1,0,1,1,81.4,4354.45,1,0,0,1,0,1,0,0,0
0,1,1,13,1,1,0,1,1,1,1,0,1,72.8,930.05,1,0,0,0,0,0,1,0,0
0,0,0,54,1,0,0,0,0,0,0,0,0,20.0,1149.65,1,0,1,0,1,0,0,1,0
0,1,0,56,1,1,1,1,1,0,0,0,1,93.15,5253.95,1,1,0,1,0,0,1,0,0
0,1,1,35,1,1,0,0,0,0,0,0,0,25.45,809.25,1,0,1,0,1,0,0,0,0
1,1,0,48,1,0,0,1,0,0,0,1,1,58.95,2789.7,0,0,0,1,0,0,0,0,0
0,1,0,61,1,0,1,1,0,1,0,1,0,93.7,5860.7,0,1,0,1,0,0,0,0,0
0,1,0,71,1,1,1,0,1,1,1,1,0,83.2,6126.1,1,0,0,0,1,0,1,0,0
0,0,0,28,1,0,0,0,0,0,0,1,1,80.6,2244.95,0,1,0,0,0,0,1,0,0
0,1,1,63,1,0,0,1,1,0,0,0,1,80.3,4896.35,1,1,0,0,0,1,0,0,0
0,1,1,72,1,0,0,0,0,0,0,0,1,20.7,1482.3,0,0,1,0,1,0,0,1,0
0,0,0,32,1,1,0,0,1,0,1,1,1,101.35,3334.9,0,1,0,0,0,0,1,0,0
0,0,1,47,1,0,1,1,0,0,0,0,1,55.3,2654.05,1,0,0,0,0,0,1,0,0
0,1,0,25,1,1,0,1,0,0,0,0,0,54.1,1373.0,0,0,0,0,0,0,1,0,0
0,0,0,69,1,1,0,1,1,1,1,0,1,97.65,6743.55,1,1,0,0,1,1,0,0,0
0,0,1,62,1,1,0,0,0,0,0,0,1,24.4,1413.0,1,0,1,0,1,0,0,1,0
0,0,0,8,1,0,0,0,0,0,0,0,1,19.7,168.9,1,0,1,0,0,0,0,0,0
0,1,0,69,0,0,0,1,1,1,1,1,1,60.8,4263.4,1,0,0,1,0,1,0,0,0
0,1,0,12,1,0,1,1,1,0,0,0,1,84.6,959.9,1,1,0,0,0,0,1,0,0
0,0,0,5,1,1,0,1,1,0,0,1,0,96.55,500.1,1,1,0,0,0,0,1,0,0
0,0,1,45,1,1,0,0,1,0,1,1,0,99.7,4634.35,1,1,0,0,1,0,0,0,0
0,0,0,48,1,1,0,1,1,1,1,0,1,73.85,3581.4,0,0,0,1,0,0,0,0,0
0,0,0,15,1,0,0,0,0,0,0,0,0,19.6,331.6,0,0,1,0,1,0,0,1,0
1,0,0,12,1,1,0,0,0,0,0,0,1,73.3,828.05,1,1,0,0,0,1,0,0,0
0,1,1,72,1,1,1,0,1,0,1,1,1,105.55,7542.25,1,1,0,0,1,0,0,0,0
0,0,0,41,1,1,0,0,1,0,0,0,1,55.7,2237.55,1,0,0,0,0,0,0,0,0
0,1,0,45,1,0,0,0,0,1,1,1,1,95.2,4285.8,0,1,0,0,1,1,0,0,0
0,0,0,40,0,0,1,1,1,0,1,1,0,62.05,2511.55,1,0,0,1,0,1,0,0,0
0,1,1,4,1,0,0,0,0,0,0,0,0,19.9,76.65,1,0,1,0,1,0,0,1,0
0,1,0,69,1,1,1,1,1,1,1,1,1,112.55,7806.5,1,1,0,0,1,0,0,0,0
0,0,0,66,1,1,0,1,0,0,0,1,0,89.4,5976.9,1,1,0,0,0,1,0,0,0
0,0,0,5,1,0,0,0,0,0,0,0,1,44.05,202.15,0,0,0,0,0,1,0,0,0
0,1,0,27,1,1,1,0,0,1,1,1,0,80.85,2204.35,1,0,0,1,0,0,0,1,0
0,0,0,7,1,0,0,0,0,0,0,0,1,19.4,168.65,1,0,1,0,0,0,0,1,0
0,0,0,55,1,1,0,0,0,0,0,0,1,73.1,4144.9,0,1,0,0,0,0,1,0,0
0,0,0,58,1,0,0,0,0,0,0,0,0,20.3,1131.5,1,0,1,0,1,1,0,0,0
0,1,1,19,1,1,0,0,0,1,0,1,1,89.35,1686.85,0,1,0,1,0,0,0,0,0
0,0,0,4,1,0,0,0,0,0,0,1,1,55.3,238.5,1,0,0,0,0,0,0,1,0
0,1,0,59,1,1,1,1,0,0,1,0,1,94.75,5597.65,0,1,0,0,0,0,1,0,0
0,0,0,29,1,0,0,0,0,1,1,1,1,94.2,2607.6,1,1,0,0,0,0,1,0,0
0,1,1,29,0,0,1,1,1,1,0,1,1,55.35,1636.95,1,0,0,1,0,1,0,0,0
0,0,0,7,1,1,0,1,0,0,0,0,1,78.55,522.95,0,1,0,0,0,0,0,0,0
0,0,0,50,1,0,0,1,0,1,1,1,1,100.2,5038.45,0,1,0,0,1,0,0,1,0
0,0,0,4,1,1,0,0,0,0,0,0,1,75.65,302.35,0,1,0,0,0,0,1,0,0
1,1,0,34,1,1,0,0,0,0,0,0,1,75.55,2425.4,1,1,0,0,0,0,1,0,0
0,1,1,40,1,0,0,0,0,0,0,0,0,19.6,808.95,1,0,1,0,1,0,0,1,0
0,1,1,14,1,1,0,0,0,0,0,0,0,25.55,372.45,0,0,1,0,0,0,0,1,0
0,1,0,72,1,1,0,0,0,0,0,0,0,24.55,1750.7,0,0,1,0,1,0,1,0,0
0,1,0,71,1,0,0,0,0,0,0,0,0,19.6,1416.5,0,0,1,0,1,0,0,1,0
1,1,1,66,1,1,1,1,0,1,1,1,1,110.6,7210.85,0,1,0,1,0,1,0,0,0
1,0,0,66,1,1,0,0,1,1,1,1,1,102.85,6976.75,0,1,0,1,0,1,0,0,0
0,1,1,44,1,0,0,0,0,0,0,0,0,19.6,780.25,0,0,1,0,0,0,0,1,0
0,1,0,36,1,0,1,0,0,0,1,1,1,93.6,3366.05,1,1,0,0,0,0,1,0,0
0,0,0,19,1,0,0,0,0,0,0,0,0,20.25,383.65,0,0,1,1,0,1,0,0,0
